CustomerID,Recency,Frequency,Monetary,Cluster,CustomerSegment
12474,18,18,7324.09,3,High Value Customers
12475,54,1,723.38,0,Regular Customers
12476,16,11,6816.42,0,Regular Customers
12477,23,6,13219.74,0,Regular Customers
12478,4,1,680.99,0,Regular Customers
12479,12,1,527.2,0,Regular Customers
12480,29,4,3281.63,0,Regular Customers
12481,23,10,5579.82,0,Regular Customers
12483,18,8,2484.98,0,Regular Customers
12484,33,6,4527.32,0,Regular Customers
12488,10,3,1298.66,0,Regular Customers
12489,337,1,334.93,1,At-Risk Customers
12490,6,10,5417.93,0,Regular Customers
12491,39,1,460.4,0,Regular Customers
12492,64,2,263.21,0,Regular Customers
12493,166,2,433.74,1,At-Risk Customers
12494,16,7,1246.1,0,Regular Customers
12497,82,1,1043.1,0,Regular Customers
12498,22,3,403.7,0,Regular Customers
12500,24,11,4257.82,0,Regular Customers
12501,337,1,2169.39,1,At-Risk Customers
12502,96,5,3723.87,0,Regular Customers
12504,19,2,482.05,0,Regular Customers
12506,233,1,73.5,1,At-Risk Customers
12507,135,3,1304.81,0,Regular Customers
12508,27,2,397.88,0,Regular Customers
12509,285,1,176.5,1,At-Risk Customers
12510,143,2,982.5699999999999,0,Regular Customers
12512,67,2,132.18,0,Regular Customers
12513,113,1,612.29,0,Regular Customers
12514,268,1,1017.6800000000001,1,At-Risk Customers
12515,354,1,383.7,1,At-Risk Customers
12516,78,2,1312.06,0,Regular Customers
12517,29,5,2481.6,0,Regular Customers
12518,1,5,2056.89,0,Regular Customers
12519,64,1,330.84,0,Regular Customers
12520,80,5,2634.2599999999998,0,Regular Customers
12521,143,1,599.6800000000001,0,Regular Customers
12522,40,2,192.72,0,Regular Customers
12523,20,11,1789.77,0,Regular Customers
12524,10,8,4485.72,0,Regular Customers
12526,1,3,1316.66,0,Regular Customers
12527,82,3,348.71,0,Regular Customers
12528,10,6,1933.48,0,Regular Customers
12530,60,4,1662.28,0,Regular Customers
12531,15,1,125.22,0,Regular Customers
12532,31,1,349.83,0,Regular Customers
12534,131,1,1089.18,0,Regular Customers
12535,92,2,716.35,0,Regular Customers
12536,44,3,12601.830000000002,0,Regular Customers
12538,30,1,363.95,0,Regular Customers
12539,23,4,5568.35,0,Regular Customers
12540,20,17,13400.24,3,High Value Customers
12541,30,3,981.18,0,Regular Customers
12544,37,1,372.7,0,Regular Customers
12545,76,2,1000.39,0,Regular Customers
12546,47,2,1161.5,0,Regular Customers
12547,198,2,207.8,1,At-Risk Customers
12548,167,1,95.19999999999999,1,At-Risk Customers
12550,80,1,964.8299999999999,0,Regular Customers
12551,358,1,168.0,1,At-Risk Customers
12552,39,2,437.82,0,Regular Customers
12553,9,10,3692.28,0,Regular Customers
12556,51,2,599.56,0,Regular Customers
12557,17,5,11990.960000000001,0,Regular Customers
12558,8,1,269.96,0,Regular Customers
12559,311,2,561.71,1,At-Risk Customers
12560,6,3,2134.01,0,Regular Customers
12561,303,1,238.85,1,At-Risk Customers
12562,9,7,3781.7400000000002,0,Regular Customers
12564,262,1,456.9,1,At-Risk Customers
12565,289,1,145.92,1,At-Risk Customers
12566,87,1,351.65,0,Regular Customers
12567,23,10,9401.28,0,Regular Customers
12569,3,32,4124.69,3,High Value Customers
12571,40,2,519.61,0,Regular Customers
12572,9,2,1020.42,0,Regular Customers
12573,228,1,160.54,1,At-Risk Customers
12574,316,1,218.45,1,At-Risk Customers
12576,36,5,1315.83,0,Regular Customers
12577,36,3,626.6,0,Regular Customers
12578,22,2,2794.51,0,Regular Customers
12579,79,1,440.42,0,Regular Customers
12580,247,1,415.7,1,At-Risk Customers
12581,40,1,197.71,0,Regular Customers
12582,239,2,511.36,1,At-Risk Customers
12583,3,15,7281.38,3,High Value Customers
12584,4,9,2338.15,0,Regular Customers
12585,235,2,2040.1,1,At-Risk Customers
12586,18,1,196.94,0,Regular Customers
12587,8,1,144.0,0,Regular Customers
12588,40,1,214.9,0,Regular Customers
12589,29,2,646.68,0,Regular Customers
12590,212,2,9864.26,1,At-Risk Customers
12591,318,1,452.84999999999997,1,At-Risk Customers
12592,93,2,437.6,0,Regular Customers
12593,109,3,418.1,0,Regular Customers
12594,38,10,3338.22,0,Regular Customers
12596,52,2,618.27,0,Regular Customers
12597,20,4,3811.22,0,Regular Customers
12598,10,8,3023.08,0,Regular Customers
12599,30,7,1032.58,0,Regular Customers
12600,29,10,2599.04,0,Regular Customers
12601,190,5,577.06,1,At-Risk Customers
12602,59,1,153.12,0,Regular Customers
12603,22,1,739.2,0,Regular Customers
12604,80,2,254.18,0,Regular Customers
12607,61,1,1579.51,0,Regular Customers
12609,79,3,1126.85,0,Regular Customers
12610,23,5,2099.54,0,Regular Customers
12611,53,1,1193.32,0,Regular Customers
12612,75,1,704.04,0,Regular Customers
12613,58,5,3344.38,0,Regular Customers
12614,278,1,315.6,1,At-Risk Customers
12615,3,4,2291.19,0,Regular Customers
12616,96,2,713.3,0,Regular Customers
12617,30,1,352.98,0,Regular Customers
12618,22,1,177.31,0,Regular Customers
12619,17,9,3641.24,0,Regular Customers
12620,15,3,1339.41,0,Regular Customers
12621,2,20,13689.67,3,High Value Customers
12622,233,1,180.1,1,At-Risk Customers
12623,277,1,305.1,1,At-Risk Customers
12624,107,2,641.13,0,Regular Customers
12625,212,2,2683.82,1,At-Risk Customers
12626,24,9,6620.48,0,Regular Customers
12627,11,7,4478.53,0,Regular Customers
12628,5,3,786.46,0,Regular Customers
12630,10,2,1270.88,0,Regular Customers
12631,58,1,640.5,0,Regular Customers
12633,59,4,2163.98,0,Regular Customers
12635,90,2,1689.18,0,Regular Customers
12637,68,8,6002.9,0,Regular Customers
12638,34,1,671.69,0,Regular Customers
12639,239,1,486.1,1,At-Risk Customers
12640,24,3,1174.58,0,Regular Customers
12641,116,1,185.9,0,Regular Customers
12642,26,3,1013.26,0,Regular Customers
12643,129,6,3344.64,0,Regular Customers
12644,130,1,477.90999999999997,0,Regular Customers
12645,34,4,1775.18,0,Regular Customers
12646,5,2,1346.97,0,Regular Customers
12647,23,12,3722.82,0,Regular Customers
12648,155,1,318.05,1,At-Risk Customers
12649,108,3,623.51,0,Regular Customers
12650,4,1,314.44,0,Regular Customers
12651,335,1,114.0,1,At-Risk Customers
12652,332,1,919.98,1,At-Risk Customers
12653,149,2,2209.85,1,At-Risk Customers
12654,11,5,601.98,0,Regular Customers
12656,18,5,4051.17,0,Regular Customers
12657,12,4,1643.18,0,Regular Customers
12658,19,1,686.05,0,Regular Customers
12659,30,1,91.68,0,Regular Customers
12660,12,1,245.1,0,Regular Customers
12662,1,11,3849.78,0,Regular Customers
12664,9,9,4881.88,0,Regular Customers
12665,325,1,63.0,1,At-Risk Customers
12667,59,1,620.13,0,Regular Customers
12668,12,4,3807.15,0,Regular Customers
12669,151,3,2744.0299999999997,1,At-Risk Customers
12670,11,5,2996.05,0,Regular Customers
12672,330,1,225.9,1,At-Risk Customers
12673,6,2,610.52,0,Regular Customers
12674,39,4,1970.6,0,Regular Customers
12676,25,6,1331.39,0,Regular Customers
12678,43,12,17628.46,3,High Value Customers
12679,59,4,1113.02,0,Regular Customers
12680,1,4,862.81,0,Regular Customers
12681,15,22,13787.54,3,High Value Customers
12682,4,31,12279.82,3,High Value Customers
12683,5,15,8476.57,3,High Value Customers
12684,8,7,2283.63,0,Regular Customers
12685,29,6,2863.08,0,Regular Customers
12686,372,1,89.14,1,At-Risk Customers
12688,114,1,4873.81,0,Regular Customers
12689,26,2,1247.61,0,Regular Customers
12690,206,1,389.01,1,At-Risk Customers
12691,29,6,1035.8,0,Regular Customers
12693,128,4,855.91,0,Regular Customers
12694,71,2,869.67,0,Regular Customers
12695,8,4,582.1,0,Regular Customers
12697,29,3,957.59,0,Regular Customers
12700,8,4,4939.99,0,Regular Customers
12701,80,2,797.71,0,Regular Customers
12702,20,1,219.0,0,Regular Customers
12703,72,1,283.55,0,Regular Customers
12704,8,8,2340.84,0,Regular Customers
12705,16,9,6868.29,0,Regular Customers
12707,292,1,603.42,1,At-Risk Customers
12708,30,10,2712.91,0,Regular Customers
12709,16,15,9706.52,3,High Value Customers
12710,97,3,1149.02,0,Regular Customers
12712,29,13,4396.13,0,Regular Customers
12713,1,1,848.55,0,Regular Customers
12714,10,5,4708.86,0,Regular Customers
12715,107,1,343.36,0,Regular Customers
12716,4,2,1053.49,0,Regular Customers
12717,152,2,1030.98,1,At-Risk Customers
12718,72,1,238.25,0,Regular Customers
12719,6,2,644.95,0,Regular Customers
12720,3,25,5781.73,3,High Value Customers
12721,32,6,2656.13,0,Regular Customers
12722,86,4,997.63,0,Regular Customers
12723,4,5,725.07,0,Regular Customers
12724,6,4,1031.41,0,Regular Customers
12725,372,1,427.8,1,At-Risk Customers
12726,29,7,2609.1,0,Regular Customers
12727,11,7,3980.7,0,Regular Customers
12728,72,4,836.33,0,Regular Customers
12729,114,1,453.01,0,Regular Customers
12731,24,12,18895.91,3,High Value Customers
12732,180,1,236.26,1,At-Risk Customers
12733,235,1,383.95,1,At-Risk Customers
12734,353,1,110.39999999999999,1,At-Risk Customers
12735,316,2,779.5699999999999,1,At-Risk Customers
12736,333,1,234.0,1,At-Risk Customers
12738,373,1,155.35,1,At-Risk Customers
12739,79,2,1013.04,0,Regular Customers
12740,64,1,427.6,0,Regular Customers
12743,135,2,540.13,0,Regular Customers
12744,52,7,21279.29,3,High Value Customers
12747,3,11,4196.01,0,Regular Customers
12748,1,209,33053.19,2,VIP Customers
12749,4,5,4090.88,0,Regular Customers
12750,129,1,275.88,0,Regular Customers
12752,82,1,4366.78,0,Regular Customers
12753,23,6,21429.39,0,Regular Customers
12754,236,3,3010.7400000000002,1,At-Risk Customers
12755,281,2,3811.9500000000003,1,At-Risk Customers
12756,87,1,112.08,0,Regular Customers
12757,16,13,7834.65,3,High Value Customers
12758,117,2,2791.59,0,Regular Customers
12759,53,3,1531.44,0,Regular Customers
12762,8,2,1898.52,0,Regular Customers
12763,139,2,494.08,0,Regular Customers
12764,317,1,1693.88,1,At-Risk Customers
12766,4,7,6989.63,0,Regular Customers
12769,239,1,1143.6,1,At-Risk Customers
12770,211,1,1351.45,1,At-Risk Customers
12772,60,1,892.47,0,Regular Customers
12775,18,5,1386.04,0,Regular Customers
12778,20,6,822.23,0,Regular Customers
12779,38,8,3981.36,0,Regular Customers
12781,64,2,826.74,0,Regular Customers
12782,5,5,2330.92,0,Regular Customers
12783,3,6,2225.91,0,Regular Customers
12784,10,2,532.82,0,Regular Customers
12785,365,1,311.95,1,At-Risk Customers
12787,10,3,463.66,0,Regular Customers
12789,66,1,91.85,0,Regular Customers
12790,193,1,324.91999999999996,1,At-Risk Customers
12791,374,1,192.6,1,At-Risk Customers
12792,257,1,400.53999999999996,1,At-Risk Customers
12793,335,2,545.48,1,At-Risk Customers
12794,54,2,860.41,0,Regular Customers
12795,19,1,430.48,0,Regular Customers
12797,366,1,254.03,1,At-Risk Customers
12798,11,3,6977.04,0,Regular Customers
12802,187,1,427.58,1,At-Risk Customers
12808,37,3,483.65,0,Regular Customers
12809,178,1,489.31,1,At-Risk Customers
12811,261,3,514.85,1,At-Risk Customers
12812,45,1,229.64,0,Regular Customers
12814,102,1,125.92,0,Regular Customers
12815,148,2,1063.46,1,At-Risk Customers
12816,96,2,572.2,0,Regular Customers
12817,282,1,166.04,1,At-Risk Customers
12818,262,1,1542.08,1,At-Risk Customers
12820,4,4,942.34,0,Regular Customers
12821,215,1,92.72,1,At-Risk Customers
12822,71,2,948.88,0,Regular Customers
12823,75,5,1759.5,0,Regular Customers
12824,60,1,397.12,0,Regular Customers
12826,3,7,1474.72,0,Regular Customers
12827,6,3,430.15,0,Regular Customers
12828,3,6,1018.71,0,Regular Customers
12829,337,2,293.0,1,At-Risk Customers
12830,38,6,6814.639999999999,0,Regular Customers
12831,263,1,215.05,1,At-Risk Customers
12832,33,2,383.03000000000003,0,Regular Customers
12833,146,1,417.38,1,At-Risk Customers
12834,283,1,312.38,1,At-Risk Customers
12836,60,4,2610.36,0,Regular Customers
12837,174,1,134.1,1,At-Risk Customers
12838,34,2,671.95,0,Regular Customers
12839,3,14,5591.42,3,High Value Customers
12840,144,4,2726.77,0,Regular Customers
12841,5,25,3991.58,3,High Value Customers
12842,71,2,1118.99,0,Regular Customers
12843,66,8,1702.26,0,Regular Customers
12844,30,2,325.96,0,Regular Customers
12845,268,4,354.09000000000003,1,At-Risk Customers
12847,23,1,843.64,0,Regular Customers
12849,32,2,1010.29,0,Regular Customers
12851,97,1,131.81,0,Regular Customers
12852,295,1,311.54999999999995,1,At-Risk Customers
12853,135,6,1957.1,0,Regular Customers
12854,79,3,1316.25,0,Regular Customers
12855,373,1,38.099999999999994,1,At-Risk Customers
12856,8,6,2170.78,0,Regular Customers
12857,211,2,1106.4,1,At-Risk Customers
12863,53,1,521.2,0,Regular Customers
12864,139,1,147.12,0,Regular Customers
12865,27,2,1568.23,0,Regular Customers
12866,284,1,559.12,1,At-Risk Customers
12867,27,7,4009.34,0,Regular Customers
12868,186,6,1607.06,1,At-Risk Customers
12871,85,2,380.64,0,Regular Customers
12872,327,2,599.97,1,At-Risk Customers
12873,283,1,374.0,1,At-Risk Customers
12875,144,2,343.23,0,Regular Customers
12876,58,2,2218.02,0,Regular Customers
12877,4,12,1535.77,0,Regular Customers
12878,237,2,854.99,1,At-Risk Customers
12879,45,3,573.22,0,Regular Customers
12881,276,1,298.0,1,At-Risk Customers
12882,10,2,1463.04,0,Regular Customers
12883,25,4,703.47,0,Regular Customers
12884,89,1,309.05,0,Regular Customers
12885,64,3,1175.22,0,Regular Customers
12886,68,2,1378.4,0,Regular Customers
12888,215,2,354.12,1,At-Risk Customers
12890,25,1,376.72,0,Regular Customers
12891,186,3,331.0,1,At-Risk Customers
12893,31,1,176.55,0,Regular Customers
12895,43,2,372.8,0,Regular Customers
12897,205,2,216.5,1,At-Risk Customers
12901,9,28,17654.54,3,High Value Customers
12902,265,1,138.68,1,At-Risk Customers
12904,19,2,496.06,0,Regular Customers
12906,12,5,2919.81,0,Regular Customers
12908,177,2,750.0,1,At-Risk Customers
12909,40,5,2178.67,0,Regular Customers
12910,24,8,3075.04,0,Regular Customers
12912,3,5,1662.3,0,Regular Customers
12913,5,5,2483.63,0,Regular Customers
12915,149,2,363.65,1,At-Risk Customers
12916,139,4,2944.95,0,Regular Customers
12917,129,1,594.0,0,Regular Customers
12919,9,6,1335.19,0,Regular Customers
12920,18,1,162.78,0,Regular Customers
12921,10,37,16587.09,3,High Value Customers
12922,162,1,405.38,1,At-Risk Customers
12923,65,1,172.82,0,Regular Customers
12924,89,4,933.7,0,Regular Customers
12925,5,2,694.05,0,Regular Customers
12928,36,5,2062.7,0,Regular Customers
12929,312,1,117.85,1,At-Risk Customers
12930,79,2,415.8,0,Regular Customers
12931,22,15,42055.96,3,High Value Customers
12933,25,3,607.53,0,Regular Customers
12935,3,7,2160.7,0,Regular Customers
12936,18,4,1063.9,0,Regular Customers
12937,16,4,1504.27,0,Regular Customers
12938,26,1,114.14,0,Regular Customers
12939,65,8,11581.8,0,Regular Customers
12940,55,2,899.69,0,Regular Customers
12942,132,3,675.6,0,Regular Customers
12944,36,2,604.51,0,Regular Customers
12945,289,1,462.95,1,At-Risk Customers
12947,144,6,1603.99,0,Regular Customers
12948,17,7,2064.95,0,Regular Customers
12949,31,8,4167.22,0,Regular Customers
12950,3,3,1843.0,0,Regular Customers
12951,9,6,1064.07,0,Regular Customers
12952,6,4,1387.79,0,Regular Customers
12953,10,1,329.85,0,Regular Customers
12955,2,11,4757.16,0,Regular Customers
12956,307,1,108.07,1,At-Risk Customers
12957,10,8,4017.54,0,Regular Customers
12962,8,2,266.39,0,Regular Customers
12963,9,8,1856.63,0,Regular Customers
12965,90,1,769.8100000000001,0,Regular Customers
12966,10,1,160.18,0,Regular Customers
12967,359,2,1660.9,1,At-Risk Customers
12968,113,1,135.95,0,Regular Customers
12970,8,4,405.47,0,Regular Customers
12971,4,86,11189.91,3,High Value Customers
12974,198,1,144.8,1,At-Risk Customers
12976,212,1,738.6,1,At-Risk Customers
12977,157,1,39.24,1,At-Risk Customers
12980,158,9,7374.9,0,Regular Customers
12981,30,2,372.21999999999997,0,Regular Customers
12982,243,1,390.53999999999996,1,At-Risk Customers
12984,19,1,97.5,0,Regular Customers
12985,1,2,1239.38,0,Regular Customers
12987,74,2,558.7,0,Regular Customers
12988,293,1,505.82,1,At-Risk Customers
12989,4,15,6924.11,3,High Value Customers
12990,32,3,409.5,0,Regular Customers
12991,24,2,503.76,0,Regular Customers
12993,24,4,414.76,0,Regular Customers
12994,5,3,974.42,0,Regular Customers
12995,86,1,211.32,0,Regular Customers
12997,23,4,1226.89,0,Regular Customers
12999,197,3,455.88,1,At-Risk Customers
13000,107,3,534.85,0,Regular Customers
13001,5,13,9785.97,3,High Value Customers
13002,319,1,120.95,1,At-Risk Customers
13003,106,3,149.05,0,Regular Customers
13004,12,18,5655.91,3,High Value Customers
13005,174,2,513.7,1,At-Risk Customers
13006,57,1,81.57,0,Regular Customers
13008,324,1,229.47,1,At-Risk Customers
13011,373,1,50.55,1,At-Risk Customers
13012,10,8,1646.84,0,Regular Customers
13013,2,13,4810.94,0,Regular Customers
13014,11,10,3466.2799999999997,0,Regular Customers
13015,54,5,3339.64,0,Regular Customers
13016,74,3,789.89,0,Regular Customers
13017,8,1,204.0,0,Regular Customers
13018,17,28,7277.7,3,High Value Customers
13021,5,9,2616.38,0,Regular Customers
13023,65,2,689.9,0,Regular Customers
13026,2,5,975.36,0,Regular Customers
13027,114,6,6912.0,0,Regular Customers
13028,23,2,661.3199999999999,0,Regular Customers
13029,31,3,1247.5,0,Regular Customers
13030,12,2,752.44,0,Regular Customers
13032,53,2,1010.1800000000001,0,Regular Customers
13033,358,1,190.55,1,At-Risk Customers
13034,55,2,642.77,0,Regular Customers
13035,74,2,921.88,0,Regular Customers
13037,139,3,881.07,0,Regular Customers
13038,81,3,908.46,0,Regular Customers
13040,9,2,676.99,0,Regular Customers
13043,274,1,516.42,1,At-Risk Customers
13044,292,1,560.47,1,At-Risk Customers
13045,100,1,305.28,0,Regular Customers
13046,31,2,629.31,0,Regular Customers
13047,32,10,3237.54,0,Regular Customers
13048,15,4,1819.41,0,Regular Customers
13049,65,2,656.6800000000001,0,Regular Customers
13050,15,17,5836.86,3,High Value Customers
13052,213,1,348.15,1,At-Risk Customers
13055,79,3,1214.41,0,Regular Customers
13058,25,3,271.4,0,Regular Customers
13059,250,1,183.4,1,At-Risk Customers
13060,254,1,307.53,1,At-Risk Customers
13061,73,1,248.61,0,Regular Customers
13062,192,1,346.98,1,At-Risk Customers
13064,13,4,1105.59,0,Regular Customers
13065,374,1,205.85999999999999,1,At-Risk Customers
13066,25,2,470.8,0,Regular Customers
13067,83,1,115.46000000000001,0,Regular Customers
13068,11,2,344.0,0,Regular Customers
13069,1,24,4431.44,3,High Value Customers
13070,193,1,228.8,1,At-Risk Customers
13072,267,1,177.14999999999998,1,At-Risk Customers
13075,130,1,919.61,0,Regular Customers
13077,2,4,728.02,0,Regular Customers
13078,4,26,12627.94,3,High Value Customers
13079,5,5,220.10000000000002,0,Regular Customers
13080,180,1,58.08,1,At-Risk Customers
13081,12,11,28337.38,3,High Value Customers
13082,127,9,3613.63,0,Regular Customers
13083,5,2,303.75,0,Regular Customers
13085,158,2,416.08,1,At-Risk Customers
13089,3,97,58762.08,2,VIP Customers
13090,9,14,8910.82,3,High Value Customers
13091,29,1,345.82,0,Regular Customers
13092,71,5,477.83,0,Regular Customers
13093,276,8,7832.47,1,At-Risk Customers
13094,22,12,1927.32,0,Regular Customers
13095,71,1,74.4,0,Regular Customers
13097,33,10,6003.22,0,Regular Customers
13098,2,28,28882.44,3,High Value Customers
13099,100,1,207.36,0,Regular Customers
13101,235,1,101.19,1,At-Risk Customers
13102,2,24,6424.09,3,High Value Customers
13103,40,1,243.94,0,Regular Customers
13104,4,6,1098.48,0,Regular Customers
13106,134,1,76.5,0,Regular Customers
13107,45,4,1531.62,0,Regular Customers
13108,373,1,350.06,1,At-Risk Customers
13109,60,2,786.54,0,Regular Customers
13110,32,7,1488.67,0,Regular Customers
13113,1,24,12245.96,3,High Value Customers
13115,12,4,2294.78,0,Regular Customers
13116,139,1,501.14,0,Regular Customers
13117,22,8,984.91,0,Regular Customers
13118,20,5,1197.81,0,Regular Customers
13120,239,1,30.6,1,At-Risk Customers
13121,270,1,283.73,1,At-Risk Customers
13122,95,2,922.39,0,Regular Customers
13124,90,3,3756.33,0,Regular Customers
13126,5,8,2099.64,0,Regular Customers
13127,78,1,259.17,0,Regular Customers
13130,95,1,64.0,0,Regular Customers
13131,24,3,1073.3,0,Regular Customers
13132,262,1,77.3,1,At-Risk Customers
13133,274,2,109.8,1,At-Risk Customers
13134,86,4,1793.58,0,Regular Customers
13135,197,1,3096.0,1,At-Risk Customers
13136,57,5,2607.61,0,Regular Customers
13137,11,8,3603.29,0,Regular Customers
13138,23,6,962.39,0,Regular Customers
13139,17,7,5064.94,0,Regular Customers
13140,109,3,422.47,0,Regular Customers
13141,85,5,2388.75,0,Regular Customers
13142,20,1,307.09000000000003,0,Regular Customers
13144,333,1,110.95,1,At-Risk Customers
13145,40,4,618.52,0,Regular Customers
13146,27,1,228.91,0,Regular Customers
13147,11,4,712.8,0,Regular Customers
13148,30,12,3683.2599999999998,0,Regular Customers
13149,15,4,1676.06,0,Regular Customers
13151,296,1,1257.87,1,At-Risk Customers
13153,6,1,486.22,0,Regular Customers
13155,34,4,971.76,0,Regular Customers
13157,50,4,1741.22,0,Regular Customers
13158,95,4,1201.06,0,Regular Customers
13159,9,4,1429.35,0,Regular Customers
13160,23,1,91.8,0,Regular Customers
13161,314,1,112.75,1,At-Risk Customers
13162,123,4,1688.29,0,Regular Customers
13165,47,2,1021.48,0,Regular Customers
13166,284,1,417.2,1,At-Risk Customers
13167,19,4,791.33,0,Regular Customers
13168,37,4,1299.59,0,Regular Customers
13169,64,2,712.88,0,Regular Customers
13170,27,1,108.81,0,Regular Customers
13171,22,3,468.40999999999997,0,Regular Customers
13173,5,2,353.65,0,Regular Customers
13174,17,3,2742.82,0,Regular Customers
13176,47,1,481.49,0,Regular Customers
13177,65,1,282.45,0,Regular Customers
13178,27,11,5725.47,0,Regular Customers
13182,46,1,121.18,0,Regular Customers
13183,8,9,3957.7799999999997,0,Regular Customers
13184,15,10,1668.95,0,Regular Customers
13185,268,1,71.4,1,At-Risk Customers
13186,40,3,1575.89,0,Regular Customers
13187,338,1,236.02,1,At-Risk Customers
13188,12,1,114.6,0,Regular Customers
13189,19,2,260.68,0,Regular Customers
13192,96,2,911.94,0,Regular Customers
13193,62,1,112.08,0,Regular Customers
13194,136,1,60.7,0,Regular Customers
13196,12,4,1797.78,0,Regular Customers
13198,11,6,3401.24,0,Regular Customers
13199,4,38,9817.12,3,High Value Customers
13200,20,4,870.09,0,Regular Customers
13203,10,4,869.46,0,Regular Customers
13207,16,2,250.26,0,Regular Customers
13208,59,6,1217.65,0,Regular Customers
13209,31,8,5891.61,0,Regular Customers
13210,94,1,353.48,0,Regular Customers
13211,11,3,1095.42,0,Regular Customers
13212,20,3,786.83,0,Regular Customers
13213,57,5,1520.58,0,Regular Customers
13216,268,1,333.74,1,At-Risk Customers
13217,123,3,533.98,0,Regular Customers
